Created as New Dataset,Sample 004 By Administrator Date Thursday, March 26 2020
cm-1,%T
5709.75,81.94
5709.63,81.89
5709.50,81.81
5709.38,81.73
5709.25,81.65
5709.13,81.57
5709.00,81.49
5708.88,81.40
5708.75,81.28
5708.63,81.13
5708.50,80.94
5708.38,80.74
5708.25,80.43
5708.13,79.87
5708.00,78.70
5707.88,76.32
5707.75,72.13
5707.63,66.18
5707.50,59.67
5707.38,54.50
5707.25,52.18
5707.13,52.89
5707.00,55.65
5706.88,59.26
5706.75,62.93
5706.63,66.41
5706.50,69.68
5706.38,72.70
5706.25,75.36
5706.13,77.47
5706.00,78.97
5705.88,79.93
5705.75,80.53
5705.63,80.91
5705.50,81.15
5705.38,81.29
5705.25,81.37
5705.13,81.42
5705.00,81.47
5704.88,81.54
5704.75,81.61
5704.63,81.65
5704.50,81.64
5704.38,81.62
5704.25,81.57
5704.13,81.47
5704.00,81.26
5703.88,80.79
5703.75,79.72
5703.63,77.70
5703.50,74.75
5703.38,71.57
5703.25,69.20
5703.13,68.33
5703.00,68.91
5702.88,70.38
5702.75,72.11
5702.63,73.79
5702.50,75.35
5702.38,76.81
5702.25,78.16
5702.13,79.35
5702.00,80.30
5701.88,80.96
5701.75,81.36
5701.63,81.59
5701.50,81.71
5701.38,81.76
5701.25,81.77
5701.13,81.77
5701.00,81.78
5700.88,81.80
5700.75,81.83
5700.63,81.87
5700.50,81.92
5700.38,81.94
5700.25,81.95
5700.13,81.96
5700.00,81.99
5699.88,82.01
5699.75,82.02
5699.63,82.04
5699.50,82.06
5699.38,82.06
5699.25,82.02
5699.13,81.96
5699.00,81.93
5698.88,81.94
5698.75,81.96
5698.63,81.97
5698.50,81.97
5698.38,81.96
5698.25,81.94
5698.13,81.92
5698.00,81.92
5697.88,81.94
5697.75,81.98
5697.63,82.02
5697.50,82.03
5697.38,82.01
5697.25,81.97
5697.13,81.92
5697.00,81.90
5696.88,81.90
5696.75,81.91
5696.63,81.92
5696.50,81.93
5696.38,81.97
5696.25,82.01
5696.13,82.04
5696.00,82.04
5695.88,82.03
5695.75,82.01
5695.63,81.97
5695.50,81.93
5695.38,81.92
5695.25,81.93
5695.13,81.94
5695.00,81.94
5694.88,81.93
5694.75,81.92
5694.63,81.93
5694.50,81.94
5694.38,81.96
5694.25,81.96
5694.13,81.96
5694.00,81.96
5693.88,81.97
5693.75,81.97
5693.63,81.98
5693.50,81.99
5693.38,81.97
5693.25,81.92
5693.13,81.87
5693.00,81.84
5692.88,81.85
5692.75,81.89
5692.63,81.93
5692.50,81.95
5692.38,81.93
5692.25,81.89
5692.13,81.86
5692.00,81.87
5691.88,81.89
5691.75,81.92
5691.63,81.93
5691.50,81.96
5691.38,81.97
5691.25,81.94
5691.13,81.88
5691.00,81.82
5690.88,81.77
5690.75,81.74
5690.63,81.69
5690.50,81.63
5690.38,81.55
5690.25,81.44
5690.13,81.33
5690.00,81.22
5689.88,81.09
5689.75,80.87
5689.63,80.42
5689.50,79.41
5689.38,77.30
5689.25,73.74
5689.13,69.08
5689.00,64.58
5688.88,61.66
5688.75,61.05
5688.63,62.39
5688.50,64.76
5688.38,67.37
5688.25,69.89
5688.13,72.24
5688.00,74.42
5687.88,76.38
5687.75,78.01
5687.63,79.22
5687.50,80.02
5687.38,80.53
5687.25,80.86
5687.13,81.07
5687.00,81.18
5686.88,81.21
5686.75,81.23
5686.63,81.27
5686.50,81.33
5686.38,81.38
5686.25,81.42
5686.13,81.45
5686.00,81.48
5685.88,81.50
5685.75,81.48
5685.63,81.40
5685.50,81.20
5685.38,80.70
5685.25,79.69
5685.13,78.06
5685.00,76.06
5684.88,74.32
5684.75,73.39
5684.63,73.45
5684.50,74.20
5684.38,75.24
5684.25,76.28
5684.13,77.25
5684.00,78.14
5683.88,78.98
5683.75,79.74
5683.63,80.36
5683.50,80.80
5683.38,81.04
5683.25,81.16
5683.13,81.24
5683.00,81.30
5682.88,81.37
5682.75,81.42
5682.63,81.45
5682.50,81.49
5682.38,81.56
5682.25,81.65
5682.13,81.74
5682.00,81.79
5681.88,81.81
5681.75,81.80
5681.63,81.78
5681.50,81.77
5681.38,81.78
5681.25,81.80
5681.13,81.82
5681.00,81.83
5680.88,81.84
5680.75,81.86
5680.63,81.89
5680.50,81.92
5680.38,81.93
5680.25,81.93
5680.13,81.92
5680.00,81.91
5679.88,81.91
5679.75,81.91
5679.63,81.93
5679.50,81.96
5679.38,81.98
5679.25,81.98
5679.13,81.96
5679.00,81.94
5678.88,81.92
5678.75,81.93
5678.63,81.93
5678.50,81.93
5678.38,81.93
5678.25,81.94
5678.13,81.97
5678.00,81.99
5677.88,82.00
5677.75,82.01
5677.63,82.03
5677.50,82.02
5677.38,81.98
5677.25,81.93
5677.13,81.89
5677.00,81.89
5676.88,81.91
5676.75,81.94
5676.63,81.96
5676.50,81.96
5676.38,81.97
5676.25,81.99
5676.13,82.02
5676.00,82.04
5675.88,82.05
5675.75,82.04
5675.63,82.04
5675.50,82.04
5675.38,82.04
5675.25,82.04
5675.13,82.03
5675.00,82.03
5674.88,82.04
5674.75,82.05
5674.63,82.05
5674.50,82.05
5674.38,82.05
5674.25,82.05
5674.13,82.06
5674.00,82.08
5673.88,82.09
5673.75,82.11
5673.63,82.12
5673.50,82.12
5673.38,82.10
5673.25,82.06
5673.13,82.03
5673.00,82.02
5672.88,82.03
5672.75,82.06
5672.63,82.09
5672.50,82.10
5672.38,82.10
5672.25,82.10
5672.13,82.09
5672.00,82.07
5671.88,82.07
5671.75,82.07
5671.63,82.08
5671.50,82.09
5671.38,82.09
5671.25,82.10
5671.13,82.10
5671.00,82.09
5670.88,82.08
5670.75,82.06
5670.63,82.05
5670.50,82.03
5670.38,82.01
5670.25,82.01
5670.13,82.02
5670.00,82.06
5669.88,82.09
5669.75,82.10
5669.63,82.08
5669.50,82.03
5669.38,81.98
5669.25,81.95
5669.13,81.95
5669.00,81.98
5668.88,82.00
5668.75,82.02
5668.63,82.03
5668.50,82.04
5668.38,82.03
5668.25,82.01
5668.13,82.00
5668.00,81.99
5667.88,82.01
5667.75,82.03
5667.63,82.05
5667.50,82.05
5667.38,82.06
5667.25,82.06
5667.13,82.05
5667.00,82.04
5666.88,82.03
5666.75,82.03
5666.63,82.04
5666.50,82.04
5666.38,82.03
5666.25,82.02
5666.13,82.01
5666.00,82.02
5665.88,82.04
5665.75,82.04
5665.63,82.05
5665.50,82.06
5665.38,82.07
5665.25,82.07
5665.13,82.07
5665.00,82.08
5664.88,82.08
5664.75,82.07
5664.63,82.04
5664.50,82.02
5664.38,82.02
5664.25,82.03
5664.13,82.03
5664.00,82.02
5663.88,82.03
5663.75,82.06
5663.63,82.08
5663.50,82.10
5663.38,82.10
5663.25,82.10
5663.13,82.08
5663.00,82.06
5662.88,82.04
5662.75,82.04
5662.63,82.06
5662.50,82.10
5662.38,82.13
5662.25,82.15
5662.13,82.14
5662.00,82.10
5661.88,82.05
5661.75,82.02
5661.63,82.00
5661.50,82.01
5661.38,82.02
5661.25,82.05
5661.13,82.07
5661.00,82.09
5660.88,82.12
5660.75,82.12
5660.63,82.10
5660.50,82.08
5660.38,82.06
5660.25,82.07
5660.13,82.07
5660.00,82.06
5659.88,82.03
5659.75,82.01
5659.63,82.00
5659.50,82.01
5659.38,82.03
5659.25,82.02
5659.13,82.00
5659.00,82.00
5658.88,82.01
5658.75,82.02
5658.63,82.03
5658.50,82.03
5658.38,82.03
5658.25,82.02
5658.13,82.02
5658.00,82.01
5657.88,82.02
5657.75,82.04
5657.63,82.05
5657.50,82.05
5657.38,82.05
5657.25,82.06
5657.13,82.09
5657.00,82.11
5656.88,82.10
5656.75,82.07
5656.63,82.04
5656.50,82.04
5656.38,82.06
5656.25,82.08
5656.13,82.06
5656.00,82.02
5655.88,81.98
5655.75,81.96
5655.63,81.96
5655.50,81.97
5655.38,82.00
5655.25,82.01
5655.13,82.01
5655.00,82.00
5654.88,82.00
5654.75,82.03
5654.63,82.06
5654.50,82.08
5654.38,82.09
5654.25,82.08
5654.13,82.05
5654.00,82.01
5653.88,81.98
5653.75,81.96
5653.63,81.96
5653.50,81.97
5653.38,81.98
5653.25,81.97
5653.13,81.94
5653.00,81.91
5652.88,81.92
5652.75,81.96
5652.63,82.01
5652.50,82.06
5652.38,82.07
5652.25,82.05
5652.13,82.01
5652.00,81.97
5651.88,81.95
5651.75,81.96
5651.63,81.96
5651.50,81.97
5651.38,81.98
5651.25,81.99
5651.13,81.99
5651.00,82.01
5650.88,82.03
5650.75,82.03
5650.63,82.00
5650.50,81.95
5650.38,81.92
5650.25,81.89
5650.13,81.87
5650.00,81.85
5649.88,81.81
5649.75,81.75
5649.63,81.66
5649.50,81.57
5649.38,81.49
5649.25,81.36
5649.13,81.09
5649.00,80.46
5648.88,79.01
5648.75,76.28
5648.63,72.22
5648.50,67.70
5648.38,64.12
5648.25,62.60
5648.13,63.20
5648.00,65.19
5647.88,67.67
5647.75,70.12
5647.63,72.41
5647.50,74.55
5647.38,76.51
5647.25,78.18
5647.13,79.48
5647.00,80.36
5646.88,80.91
5646.75,81.23
5646.63,81.41
5646.50,81.51
5646.38,81.55
5646.25,81.57
5646.13,81.58
5646.00,81.59
5645.88,81.61
5645.75,81.63
5645.63,81.64
5645.50,81.61
5645.38,81.56
5645.25,81.49
5645.13,81.39
5645.00,81.18
5644.88,80.71
5644.75,79.75
5644.63,78.20
5644.50,76.33
5644.38,74.73
5644.25,73.92
5644.13,74.04
5644.00,74.78
5643.88,75.74
5643.75,76.69
5643.63,77.59
5643.50,78.43
5643.38,79.20
5643.25,79.88
5643.13,80.44
5643.00,80.83
5642.88,81.08
5642.75,81.21
5642.63,81.28
5642.50,81.32
5642.38,81.35
5642.25,81.37
5642.13,81.40
5642.00,81.45
5641.88,81.51
5641.75,81.58
5641.63,81.64
5641.50,81.68
5641.38,81.71
5641.25,81.72
5641.13,81.71
5641.00,81.68
5640.88,81.66
5640.75,81.64
5640.63,81.63
5640.50,81.61
5640.38,81.56
5640.25,81.50
5640.13,81.47
5640.00,81.47
5639.88,81.49
5639.75,81.49
5639.63,81.48
5639.50,81.45
5639.38,81.44
5639.25,81.44
5639.13,81.44
5639.00,81.45
5638.88,81.47
5638.75,81.51
5638.63,81.56
5638.50,81.61
5638.38,81.66
5638.25,81.72
5638.13,81.77
5638.00,81.80
5637.88,81.80
5637.75,81.78
5637.63,81.75
5637.50,81.75
5637.38,81.77
5637.25,81.81
5637.13,81.86
5637.00,81.89
5636.88,81.90
5636.75,81.90
5636.63,81.92
5636.50,81.94
5636.38,81.95
5636.25,81.95
5636.13,81.94
5636.00,81.94
5635.88,81.94
5635.75,81.94
5635.63,81.92
5635.50,81.91
5635.38,81.91
5635.25,81.94
5635.13,81.97
5635.00,82.00
5634.88,82.02
5634.75,82.04
5634.63,82.03
5634.50,82.00
5634.38,81.98
5634.25,81.98
5634.13,81.99
5634.00,82.00
5633.88,82.01
5633.75,82.01
5633.63,82.02
5633.50,82.02
5633.38,82.03
5633.25,82.05
5633.13,82.06
5633.00,82.08
5632.88,82.09
5632.75,82.09
5632.63,82.06
5632.50,82.03
5632.38,82.01
5632.25,82.02
5632.13,82.03
5632.00,82.02
5631.88,82.00
5631.75,81.99
5631.63,81.98
5631.50,81.98
5631.38,81.99
5631.25,81.99
5631.13,81.96
5631.00,81.92
5630.88,81.90
5630.75,81.91
5630.63,81.94
5630.50,81.96
5630.38,81.97
5630.25,81.98
5630.13,81.99
5630.00,82.01
5629.88,82.01
5629.75,81.99
5629.63,81.95
5629.50,81.92
5629.38,81.91
5629.25,81.93
5629.13,81.93
5629.00,81.94
5628.88,81.97
5628.75,82.01
5628.63,82.01
5628.50,81.96
5628.38,81.88
5628.25,81.80
5628.13,81.74
5628.00,81.70
5627.88,81.66
5627.75,81.60
5627.63,81.48
5627.50,81.32
5627.38,81.13
5627.25,80.91
5627.13,80.59
5627.00,79.98
5626.88,78.67
5626.75,76.03
5626.63,71.62
5626.50,65.83
5626.38,60.09
5626.25,56.19
5626.13,55.12
5626.00,56.60
5625.88,59.54
5625.75,62.92
5625.63,66.22
5625.50,69.31
5625.38,72.20
5625.25,74.81
5625.13,77.01
5625.00,78.70
5624.88,79.85
5624.75,80.56
5624.63,80.97
5624.50,81.19
5624.38,81.32
5624.25,81.40
5624.13,81.49
5624.00,81.57
5623.88,81.64
5623.75,81.67
5623.63,81.68
5623.50,81.68
5623.38,81.67
5623.25,81.63
5623.13,81.53
5623.00,81.32
5622.88,80.80
5622.75,79.67
5622.63,77.69
5622.50,75.02
5622.38,72.39
5622.25,70.68
5622.13,70.34
5622.00,71.18
5621.88,72.59
5621.75,74.12
5621.63,75.56
5621.50,76.89
5621.38,78.12
5621.25,79.22
5621.13,80.14
5621.00,80.83
5620.88,81.27
5620.75,81.53
5620.63,81.68
5620.50,81.77
5620.38,81.81
5620.25,81.81
5620.13,81.81
5620.00,81.83
5619.88,81.86
5619.75,81.91
5619.63,81.97
5619.50,82.02
5619.38,82.04
5619.25,82.05
5619.13,82.07
5619.00,82.09
5618.88,82.08
5618.75,82.07
5618.63,82.06
5618.50,82.05
5618.38,82.03
5618.25,82.00
5618.13,81.98
5618.00,81.96
5617.88,81.95
5617.75,81.95
5617.63,81.96
5617.50,81.98
5617.38,81.98
5617.25,81.98
5617.13,81.99
5617.00,82.00
5616.88,82.01
5616.75,82.02
5616.63,82.02
5616.50,82.04
5616.38,82.06
5616.25,82.08
5616.13,82.08
5616.00,82.07
5615.88,82.04
5615.75,82.02
5615.63,82.02
5615.50,82.03
5615.38,82.04
5615.25,82.03
5615.13,82.03
5615.00,82.04
5614.88,82.05
5614.75,82.06
5614.63,82.07
5614.50,82.09
5614.38,82.10
5614.25,82.10
5614.13,82.09
5614.00,82.08
5613.88,82.06
5613.75,82.05
5613.63,82.05
5613.50,82.07
5613.38,82.09
5613.25,82.08
5613.13,82.07
5613.00,82.05
5612.88,82.05
5612.75,82.06
5612.63,82.07
5612.50,82.09
5612.38,82.09
5612.25,82.10
5612.13,82.10
5612.00,82.08
5611.88,82.04
5611.75,82.01
5611.63,82.00
5611.50,82.01
5611.38,82.02
5611.25,82.03
5611.13,82.03
5611.00,82.01
5610.88,81.99
5610.75,81.98
5610.63,81.99
5610.50,82.01
5610.38,82.01
5610.25,82.01
5610.13,82.00
5610.00,82.00
5609.88,81.99
5609.75,81.97
5609.63,81.98
5609.50,82.02
5609.38,82.05
5609.25,82.07
5609.13,82.08
5609.00,82.07
5608.88,82.03
5608.75,81.99
5608.63,81.95
5608.50,81.94
5608.38,81.94
5608.25,81.95
5608.13,81.98
5608.00,82.01
5607.88,82.03
5607.75,82.05
5607.63,82.06
5607.50,82.06
5607.38,82.04
5607.25,82.00
5607.13,81.97
5607.00,81.96
5606.88,81.96
5606.75,81.98
5606.63,82.02
5606.50,82.05
5606.38,82.04
5606.25,82.00
5606.13,81.96
5606.00,81.94
5605.88,81.93
5605.75,81.93
5605.63,81.96
5605.50,82.00
5605.38,82.03
5605.25,82.01
5605.13,81.95
5605.00,81.86
5604.88,81.74
5604.75,81.63
5604.63,81.55
5604.50,81.47
5604.38,81.36
5604.25,81.21
5604.13,81.03
5604.00,80.83
5603.88,80.50
5603.75,79.87
5603.63,78.57
5603.50,75.97
5603.38,71.56
5603.25,65.59
5603.13,59.39
5603.00,54.83
5602.88,53.18
5602.75,54.37
5602.63,57.36
5602.50,60.98
5602.38,64.56
5602.25,67.92
5602.13,71.05
5602.00,73.87
5601.88,76.25
5601.75,78.09
5601.63,79.37
5601.50,80.18
5601.38,80.68
5601.25,80.98
5601.13,81.16
5601.00,81.28
5600.88,81.36
5600.75,81.43
5600.63,81.48
5600.50,81.50
5600.38,81.48
5600.25,81.43
5600.13,81.36
5600.00,81.25
5599.88,81.08
5599.75,80.78
5599.63,80.15
5599.50,78.79
5599.38,76.47
5599.25,73.46
5599.13,70.63
5599.00,68.93
5598.88,68.75
5598.75,69.78
5598.63,71.36
5598.50,73.02
5598.38,74.59
5598.25,76.07
5598.13,77.42
5598.00,78.61
5597.88,79.55
5597.75,80.22
5597.63,80.66
5597.50,80.93
5597.38,81.11
5597.25,81.24
5597.13,81.35
5597.00,81.44
5596.88,81.51
5596.75,81.57
5596.63,81.61
5596.50,81.63
5596.38,81.65
5596.25,81.68
5596.13,81.74
5596.00,81.79
5595.88,81.80
5595.75,81.77
5595.63,81.69
5595.50,81.60
5595.38,81.52
5595.25,81.47
5595.13,81.45
5595.00,81.47
5594.88,81.49
5594.75,81.51
5594.63,81.50
5594.50,81.48
5594.38,81.45
5594.25,81.45
5594.13,81.44
5594.00,81.44
5593.88,81.45
5593.75,81.47
5593.63,81.52
5593.50,81.57
5593.38,81.63
5593.25,81.67
5593.13,81.70
5593.00,81.71
5592.88,81.71
5592.75,81.71
5592.63,81.71
5592.50,81.72
5592.38,81.75
5592.25,81.79
5592.13,81.84
5592.00,81.88
5591.88,81.90
5591.75,81.90
5591.63,81.89
5591.50,81.88
5591.38,81.88
5591.25,81.90
5591.13,81.92
5591.00,81.95
5590.88,81.98
5590.75,82.01
5590.63,82.03
5590.50,82.05
5590.38,82.06
5590.25,82.06
5590.13,82.05
5590.00,82.04
5589.88,82.02
5589.75,82.01
5589.63,82.00
5589.50,81.99
5589.38,81.97
5589.25,81.98
5589.13,82.00
5589.00,82.01
5588.88,82.01
5588.75,81.98
5588.63,81.95
5588.50,81.95
5588.38,81.97
5588.25,82.00
5588.13,82.03
5588.00,82.04
5587.88,82.04
5587.75,82.03
5587.63,82.02
5587.50,82.02
5587.38,82.02
5587.25,82.03
5587.13,82.05
5587.00,82.06
5586.88,82.07
5586.75,82.08
5586.63,82.09
5586.50,82.10
5586.38,82.09
5586.25,82.07
5586.13,82.05
5586.00,82.03
5585.88,82.02
5585.75,82.02
5585.63,82.04
5585.50,82.07
5585.38,82.09
5585.25,82.11
5585.13,82.10
5585.00,82.09
5584.88,82.06
5584.75,82.04
5584.63,82.02
5584.50,82.02
5584.38,82.02
5584.25,82.04
5584.13,82.05
5584.00,82.05
5583.88,82.03
5583.75,82.00
5583.63,81.99
5583.50,81.98
5583.38,81.98
5583.25,82.01
5583.13,82.06
5583.00,82.10
5582.88,82.10
5582.75,82.05
5582.63,82.01
5582.50,81.98
5582.38,81.97
5582.25,81.96
5582.13,81.94
5582.00,81.91
5581.88,81.88
5581.75,81.87
5581.63,81.91
5581.50,81.95
5581.38,81.98
5581.25,82.01
5581.13,82.04
5581.00,82.08
5580.88,82.08
5580.75,82.02
5580.63,81.93
5580.50,81.85
5580.38,81.79
5580.25,81.73
5580.13,81.66
5580.00,81.55
5579.88,81.42
5579.75,81.30
5579.63,81.19
5579.50,81.01
5579.38,80.67
5579.25,79.91
5579.13,78.29
5579.00,75.18
5578.88,70.30
5578.75,64.35
5578.63,58.96
5578.50,55.82
5578.38,55.58
5578.25,57.66
5578.13,60.87
5578.00,64.30
5577.88,67.57
5577.75,70.63
5577.63,73.44
5577.50,75.90
5577.38,77.89
5577.25,79.33
5577.13,80.27
5577.00,80.82
5576.88,81.16
5576.75,81.36
5576.63,81.49
5576.50,81.55
5576.38,81.60
5576.25,81.62
5576.13,81.62
5576.00,81.62
5575.88,81.65
5575.75,81.70
5575.63,81.73
5575.50,81.68
5575.38,81.50
5575.25,81.04
5575.13,79.98
5575.00,78.05
5574.88,75.39
5574.75,72.68
5574.63,70.83
5574.50,70.37
5574.38,71.13
5574.25,72.55
5574.13,74.13
5574.00,75.61
5573.88,76.97
5573.75,78.20
5573.63,79.30
5573.50,80.24
5573.38,80.95
5573.25,81.41
5573.13,81.65
5573.00,81.77
5572.88,81.84
5572.75,81.88
5572.63,81.91
5572.50,81.93
5572.38,81.94
5572.25,81.93
5572.13,81.91
5572.00,81.92
5571.88,81.97
5571.75,82.03
5571.63,82.07
5571.50,82.10
5571.38,82.11
5571.25,82.12
5571.13,82.10
5571.00,82.08
5570.88,82.07
5570.75,82.08
5570.63,82.09
5570.50,82.09
5570.38,82.10
5570.25,82.09
5570.13,82.09
5570.00,82.09
5569.88,82.10
5569.75,82.10
5569.63,82.08
5569.50,82.06
5569.38,82.04
5569.25,82.03
5569.13,82.03
5569.00,82.03
5568.88,82.03
5568.75,82.01
5568.63,81.99
5568.50,82.01
5568.38,82.06
5568.25,82.11
5568.13,82.13
5568.00,82.13
5567.88,82.12
5567.75,82.09
5567.63,82.05
5567.50,82.02
5567.38,82.01
5567.25,82.03
5567.13,82.04
5567.00,82.04
5566.88,82.03
5566.75,82.03
5566.63,82.04
5566.50,82.04
5566.38,82.06
5566.25,82.07
5566.13,82.09
5566.00,82.11
5565.88,82.12
5565.75,82.13
5565.63,82.13
5565.50,82.11
5565.38,82.10
5565.25,82.10
5565.13,82.10
5565.00,82.11
5564.88,82.12
5564.75,82.12
5564.63,82.11
5564.50,82.10
5564.38,82.10
5564.25,82.10
5564.13,82.11
5564.00,82.12
5563.88,82.14
5563.75,82.13
5563.63,82.11
5563.50,82.08
5563.38,82.06
5563.25,82.05
5563.13,82.04
5563.00,82.05
5562.88,82.07
5562.75,82.08
5562.63,82.09
5562.50,82.09
5562.38,82.11
5562.25,82.11
5562.13,82.09
5562.00,82.06
5561.88,82.04
5561.75,82.04
5561.63,82.07
5561.50,82.09
5561.38,82.10
5561.25,82.07
5561.13,82.03
5561.00,82.01
5560.88,82.01
5560.75,82.03
5560.63,82.05
5560.50,82.06
5560.38,82.06
5560.25,82.07
5560.13,82.07
5560.00,82.06
5559.88,82.03
5559.75,82.00
5559.63,81.99
5559.50,81.99
5559.38,82.02
5559.25,82.03
5559.13,82.02
5559.00,82.01
5558.88,81.99
5558.75,81.99
5558.63,81.99
5558.50,81.99
5558.38,82.00
5558.25,82.01
5558.13,82.02
5558.00,82.04
5557.88,82.05
5557.75,82.04
5557.63,82.03
5557.50,82.02
5557.38,82.03
5557.25,82.06
5557.13,82.09
5557.00,82.11
5556.88,82.10
5556.75,82.07
5556.63,82.03
5556.50,82.01
5556.38,81.99
5556.25,81.98
5556.13,81.97
5556.00,81.97
5555.88,81.99
5555.75,82.00
5555.63,82.02
5555.50,82.05
5555.38,82.08
5555.25,82.07
5555.13,82.03
5555.00,81.98
5554.88,81.93
5554.75,81.90
5554.63,81.87
5554.50,81.83
5554.38,81.75
5554.25,81.64
5554.13,81.53
5554.00,81.42
5553.88,81.25
5553.75,80.94
5553.63,80.28
5553.50,78.82
5553.38,75.95
5553.25,71.50
5553.13,66.24
5553.00,61.79
5552.88,59.59
5552.75,59.99
5552.63,62.20
5552.50,65.11
5552.38,67.97
5552.25,70.59
5552.13,73.01
5552.00,75.24
5551.88,77.19
5551.75,78.75
5551.63,79.82
5551.50,80.47
5551.38,80.82
5551.25,81.02
5551.13,81.15
5551.00,81.23
5550.88,81.29
5550.75,81.36
5550.63,81.43
5550.50,81.49
5550.38,81.55
5550.25,81.60
5550.13,81.64
5550.00,81.64
5549.88,81.57
5549.75,81.36
5549.63,80.82
5549.50,79.63
5549.38,77.69
5549.25,75.34
5549.13,73.34
5549.00,72.37
5548.88,72.57
5548.75,73.55
5548.63,74.79
5548.50,75.99
5548.38,77.09
5548.25,78.11
5548.13,79.04
5548.00,79.86
5547.88,80.54
5547.75,81.01
5547.63,81.27
5547.50,81.40
5547.38,81.48
5547.25,81.55
5547.13,81.59
5547.00,81.63
5546.88,81.68
5546.75,81.75
5546.63,81.81
5546.50,81.85
5546.38,81.89
5546.25,81.95
5546.13,81.99
5546.00,82.02
5545.88,82.04
5545.75,82.05
5545.63,82.06
5545.50,82.06
5545.38,82.03
5545.25,82.00
5545.13,81.98
5545.00,81.98
5544.88,82.01
5544.75,82.06
5544.63,82.09
5544.50,82.11
5544.38,82.12
5544.25,82.12
5544.13,82.09
5544.00,82.04
5543.88,82.00
5543.75,81.99
5543.63,82.00
5543.50,82.02
5543.38,82.04
5543.25,82.05
5543.13,82.06
5543.00,82.07
5542.88,82.09
5542.75,82.10
5542.63,82.09
5542.50,82.08
5542.38,82.07
5542.25,82.08
5542.13,82.09
5542.00,82.11
5541.88,82.14
5541.75,82.16
5541.63,82.16
5541.50,82.14
5541.38,82.13
5541.25,82.13
5541.13,82.12
5541.00,82.11
5540.88,82.11
5540.75,82.12
5540.63,82.12
5540.50,82.08
5540.38,82.04
5540.25,82.02
5540.13,82.03
5540.00,82.06
5539.88,82.11
5539.75,82.18
5539.63,82.23
5539.50,82.24
5539.38,82.19
5539.25,82.14
5539.13,82.10
5539.00,82.11
5538.88,82.15
5538.75,82.19
5538.63,82.20
5538.50,82.19
5538.38,82.20
5538.25,82.22
5538.13,82.23
5538.00,82.22
5537.88,82.21
5537.75,82.24
5537.63,82.29
5537.50,82.32
5537.38,82.33
5537.25,82.33
5537.13,82.33
5537.00,82.33
5536.88,82.31
5536.75,82.28
5536.63,82.24
5536.50,82.21
5536.38,82.20
5536.25,82.19
5536.13,82.17
5536.00,82.15
5535.88,82.13
5535.75,82.12
5535.63,82.11
5535.50,82.12
5535.38,82.14
5535.25,82.17
5535.13,82.17
5535.00,82.13
5534.88,82.10
5534.75,82.09
5534.63,82.11
5534.50,82.13
5534.38,82.15
5534.25,82.18
5534.13,82.21
5534.00,82.22
5533.88,82.21
5533.75,82.18
5533.63,82.15
5533.50,82.15
5533.38,82.18
5533.25,82.20
5533.13,82.20
5533.00,82.18
5532.88,82.16
5532.75,82.14
5532.63,82.12
5532.50,82.12
5532.38,82.13
5532.25,82.16
5532.13,82.17
5532.00,82.15
5531.88,82.14
5531.75,82.14
5531.63,82.14
5531.50,82.14
5531.38,82.14
5531.25,82.14
5531.13,82.12
5531.00,82.10
5530.88,82.09
5530.75,82.11
5530.63,82.14
5530.50,82.15
5530.38,82.14
5530.25,82.11
5530.13,82.09
5530.00,82.08
5529.88,82.10
5529.75,82.13
5529.63,82.16
5529.50,82.18
5529.38,82.20
5529.25,82.22
5529.13,82.25
5529.00,82.27
5528.88,82.28
5528.75,82.26
5528.63,82.21
5528.50,82.14
5528.38,82.07
5528.25,82.03
5528.13,82.02
5528.00,82.03
5527.88,82.04
5527.75,82.04
5527.63,82.00
5527.50,81.92
5527.38,81.85
5527.25,81.81
5527.13,81.74
5527.00,81.61
5526.88,81.23
5526.75,80.23
5526.63,78.07
5526.50,74.60
5526.38,70.49
5526.25,67.10
5526.13,65.57
5526.00,66.10
5525.88,67.95
5525.75,70.21
5525.63,72.36
5525.50,74.32
5525.38,76.15
5525.25,77.84
5525.13,79.30
5525.00,80.44
5524.88,81.19
5524.75,81.61
5524.63,81.82
5524.50,81.93
5524.38,81.99
5524.25,82.02
5524.13,82.04
5524.00,82.06
5523.88,82.07
5523.75,82.06
5523.63,82.04
5523.50,82.07
5523.38,82.13
5523.25,82.19
5523.13,82.16
5523.00,81.97
5522.88,81.45
5522.75,80.41
5522.63,78.89
5522.50,77.26
5522.38,76.11
5522.25,75.80
5522.13,76.26
5522.00,77.11
5521.88,78.00
5521.75,78.80
5521.63,79.50
5521.50,80.15
5521.38,80.73
5521.25,81.22
5521.13,81.59
5521.00,81.82
5520.88,81.96
5520.75,82.02
5520.63,82.06
5520.50,82.09
5520.38,82.11
5520.25,82.11
5520.13,82.11
5520.00,82.10
5519.88,82.10
5519.75,82.12
5519.63,82.16
5519.50,82.20
5519.38,82.22
5519.25,82.23
5519.13,82.23
5519.00,82.21
5518.88,82.20
5518.75,82.18
5518.63,82.16
5518.50,82.14
5518.38,82.13
5518.25,82.13
5518.13,82.15
5518.00,82.20
5517.88,82.26
5517.75,82.29
5517.63,82.30
5517.50,82.32
5517.38,82.39
5517.25,82.48
5517.13,82.53
5517.00,82.51
5516.88,82.43
5516.75,82.34
5516.63,82.28
5516.50,82.26
5516.38,82.25
5516.25,82.24
5516.13,82.21
